Time(ms),Acceleration(x),Acceleration(y),Acceleration(z),Magnetometer(x),Magnetometer(y),Magnetometer(z),Gyroscope(x),Gyroscope(y),Gyroscope(z),Class
66916,0.78,7.41,-1.99,-10.68,-22.83,-82.14,1.61,1.36,0.57,3
67164,1.92,15.47,6.74,-17.92,-20.83,-92.66,1.12,3.19,0.53,3
67409,-0.19,9.51,-2.57,-15.93,-21.21,-83.48,-0.97,0.31,-0.29,3
67659,0.92,7.42,-2.08,-14.38,-21.92,-83.4,-0.27,0.66,-0.49,3
67919,-0.06,8.76,-3.68,-5.66,-23.57,-76.24,-0.19,0.8,-0.79,3
68165,0.99,9.29,-3.2,-8.59,-25.29,-87.24,1.35,0.89,0.37,3
68413,-1.69,8.22,-2.46,-17.29,-20.53,-102.48,0.48,0.77,0.54,3
68659,3.33,6.81,-3.11,-14.63,-20.32,-109.03,-1.39,-0.34,-0.67,3
68907,-2.23,9.3,-2.21,-11.79,-23.66,-101.83,-0.26,-0.15,0.01,3
69154,0.36,9.33,-1.88,-8.71,-25.83,-101.53,-0.61,0.02,-0.51,3
69402,0.45,10.62,-0.97,-1.01,-28.25,-93.19,-0.1,-0.61,-0.37,3
69650,1.01,9.54,-3.02,-3.24,-26.88,-104.31,1.29,1.19,0.45,3
69904,0.07,6.78,0.13,-5.19,-18.78,-122.58,0.79,2.11,-0.05,3
70150,-2.41,11.08,-4.08,-3.04,-20.9,-119.07,-0.77,-0.19,0.46,3
70653,0.77,8.88,-2.76,7.06,-28.15,-108.59,-0.96,0.12,-0.71,3
70932,2.94,10.79,-4.84,12.03,-29.42,-104.78,0.95,0.3,0.13,3
71180,1.8,8.78,-1.98,9.76,-24.33,-117.36,1.2,0.77,0.69,3
71426,0.56,8.05,0.01,9.27,-18.74,-125.08,-0.21,1.24,0.15,3
71673,-2.5,10.11,-1.75,12.8,-24.14,-116.49,-0.08,0.6,-0.3,3
71929,0.08,9.22,-2.41,16.54,-26.41,-109.95,-0.56,0.76,-0.56,3
72175,5.09,11.59,-1.69,24.74,-27.57,-104.27,-0.11,-0.33,-0.56,3
72423,1.39,9.05,-3.24,26.24,-25.83,-108.23,0.79,0.52,0.23,3
72669,0.11,8.4,-2.6,21.06,-23.69,-114.47,1.5,0.73,0.77,3
72916,-1.43,18.75,4.07,20.49,-21.54,-117.92,0.78,1.15,0.06,3
73162,-0.86,9.45,-2.35,21.48,-24.19,-113.05,-0.79,0.09,-0.26,3
73410,-0.07,9.07,-1.53,25.62,-24.83,-103.45,-0.75,0.26,-0.56,3
73664,0.06,9.82,-2.85,32.75,-24.55,-100.85,0.41,-0.48,0.07,3
73912,1.68,9.27,-2.63,29.67,-23.49,-105.13,1.16,0.57,0.66,3
74158,0.67,9.56,2.12,23.41,-22.38,-113.8,1.5,0.98,0.23,3
74405,-0.73,5.48,-6.92,23.41,-22.52,-113.88,-1.81,-1.37,0.1,3
74651,-1.32,9.39,-1.86,24.93,-24.86,-104.31,-0.98,-0.72,-0.32,3
74899,-1.5,9.46,-1.65,29.98,-24.48,-95.57,-0.98,-0.34,-0.6,3
75147,2.29,9.28,-3.73,31.72,-24.95,-100.09,0.99,0.68,-0.03,3
75393,1.18,7.96,-2.45,26.76,-23.15,-108.71,0.81,0.72,0.45,3
75649,0.98,3.73,-1.05,23.22,-21.22,-114.94,-0.83,-0.4,-0.35,3
75896,-1.73,9.34,-1.75,22.49,-23.82,-110.23,-0.97,-0.01,-0.18,3
76142,1.36,9.16,-2.23,24.98,-25.18,-102.08,-0.66,0.07,-0.37,3
76390,1.59,14.18,-2.59,30.66,-24.8,-93.58,-0.17,-0.14,-0.63,3
76638,1.71,9.5,-4.18,31.23,-24.73,-99.06,1.07,-0.55,0.68,3
76883,1.9,7.24,-1.15,26.13,-23.05,-110.08,1.77,0.95,0.39,3
77131,4.45,8.18,-2.16,26.47,-21.81,-111.6,-1.76,-1.36,-0.28,3
77385,-0.77,9.29,-2.26,26.1,-24.7,-104.12,-1.11,-0.6,-0.36,3
77631,-0.23,9.3,-1.88,30.4,-23.34,-96.52,-0.61,-0.49,-0.46,3
77879,-0.85,9.45,-2.41,36.48,-22.52,-96.26,0.43,-0.41,0.09,3
78127,1.64,8.89,-4.06,30.5,-23.66,-104.4,1.36,0.31,0.78,3
78372,1.53,8.74,1.81,26.24,-21.24,-112.12,0.03,0.66,0.01,3
78620,-1.21,9.54,-1.97,23.98,-23.17,-107.91,-0.42,0.41,-0.3,3
78866,-0.68,9.49,-2.38,27.07,-23.49,-100.58,-0.74,0.3,-0.5,3
79122,-4.14,12.3,-5.77,31.29,-23.09,-96.39,-0.98,-1.08,-0.22,3
79370,2.18,9.84,-3.86,33.6,-23.78,-100.45,1.09,-0.18,0.31,3
79616,1.4,6.98,-2.29,25.33,-23.15,-108.93,1.24,0.41,0.8,3
79863,-1.31,19.58,4.43,23.46,-21.24,-113.14,0.62,0.11,0.09,3
80109,-0.83,9.39,-1.04,25.23,-23.55,-105.07,-1.04,-0.18,-0.28,3
80357,-0.03,9.53,-2.06,30.31,-22.17,-96.36,-0.8,-0.55,-0.51,3
80603,-1.26,9.46,-5.89,35.03,-22.76,-98.64,0.12,0.77,-0.22,3
80850,1.55,8.74,-3.08,33.5,-23.41,-102.98,0.86,-0.14,0.56,3
81104,1.06,8.23,2.1,28.59,-21.27,-112.41,0.8,0.31,0.02,3
81352,1.1,10.13,-1.57,26.29,-22.92,-112.04,-0.65,-0.34,0.26,3
81598,-1.88,9.6,-2.51,27.16,-24.7,-104.87,-0.79,0.21,-0.27,3
81846,0.03,9.28,-0.78,31.76,-24.41,-98.42,-0.44,-0.48,-0.4,3
82092,2.16,10.52,-1.86,33.88,-24.79,-102.4,1.26,-0.24,0.11,3
82339,1.17,7.48,-2.25,27.02,-23.84,-116.3,0.73,0.85,0.49,3
82587,-2.81,19.6,10.81,30.34,-20.93,-119.15,3.64,2.09,0.54,3
82847,-0.68,9.59,-1.22,34.26,-25.56,-114.07,-0.86,-0.33,-0.22,3
83095,1.03,9.32,-1.63,39.7,-25.48,-102.5,-0.9,-0.13,-0.6,3
83341,0.51,11.07,-0.52,44.78,-22.61,-98.86,0.69,-1.54,0.18,3
83589,2.33,8.65,-1.52,30.43,-18.9,-98.93,1.05,0.39,0.51,3
83834,0.49,8.51,1.69,19.94,-18.24,-108.7,0.56,0.87,0.06,3
84082,-1.21,9.39,-2.36,18.59,-18.71,-106.91,-1.08,-0.55,0.2,3
84330,-0.65,9.79,-2.6,23.46,-20.32,-99.75,-1.2,-0.23,-0.54,3
84584,-2.61,18.63,-4.14,31.1,-20.4,-93.58,-0.08,0.47,-0.05,3
84832,2.57,9.99,-2.88,31.79,-21.97,-97.73,1.04,-0.33,0.58,3
85078,0.47,7.38,-0.49,25.88,-21.29,-108.78,1.18,0.59,0.32,3
85325,-0.75,6.94,-1.0,24.32,-19.73,-111.4,-1.07,0.13,0.08,3
85571,1.05,9.04,-1.88,25.9,-22.58,-104.91,-1.03,-0.55,-0.11,3
85819,1.07,9.71,-2.07,29.45,-21.86,-95.44,-0.85,-0.27,-0.56,3
86067,-0.26,10.57,-7.26,33.95,-21.56,-96.96,-0.26,-0.43,0.07,3
86312,0.58,9.0,-3.17,30.8,-22.23,-104.11,0.8,-0.6,0.53,3
86568,0.89,7.19,1.19,26.91,-20.04,-111.72,0.42,0.19,0.0,3
86814,3.38,1.22,-2.2,26.29,-19.73,-111.77,-2.18,-2.07,-0.48,3
87062,-1.06,9.08,-3.26,26.48,-22.07,-104.52,-1.2,-0.5,-0.6,3
87310,-0.34,8.83,-1.63,32.9,-19.41,-94.02,-0.98,-0.33,-0.64,3
87556,0.93,10.25,-5.24,35.24,-20.18,-96.43,0.8,1.19,0.36,3
87803,1.97,8.53,-1.84,28.68,-21.72,-104.28,1.45,0.2,0.55,3
88051,0.2,6.4,3.04,26.88,-19.89,-110.99,0.35,0.66,-0.15,3
88305,-0.15,9.32,0.58,26.38,-21.66,-106.71,-0.18,0.98,-0.32,3
88551,0.47,9.57,-0.53,29.3,-21.09,-98.58,-0.46,1.15,-0.55,3
88799,-1.16,14.13,0.85,36.14,-20.24,-94.4,0.6,0.07,-0.15,3
89044,1.03,9.51,-1.59,35.4,-18.71,-90.34,0.67,1.16,0.09,3
89292,1.74,8.22,-2.09,30.53,-21.5,-90.85,0.64,1.12,0.07,3
89538,0.04,8.18,-0.32,27.02,-20.65,-88.57,-0.35,0.92,0.1,3
89786,-0.08,9.19,-1.2,25.04,-20.17,-82.26,-0.48,0.23,-0.12,3
90034,0.68,9.4,-2.09,26.48,-16.49,-75.8,-0.59,-0.01,-0.29,3
90304,1.45,12.64,-1.1,32.53,-13.68,-74.03,0.92,-0.13,-0.23,3
90552,1.87,8.51,-2.49,27.21,-16.34,-74.33,0.58,1.11,0.04,3
90798,-1.01,8.43,-2.52,20.02,-21.62,-79.29,-0.04,-0.12,0.29,3
91045,-1.24,7.92,1.13,10.93,-22.81,-80.34,-0.34,0.56,0.42,3
91291,-1.01,8.96,-1.29,8.8,-19.72,-73.69,-0.47,0.51,-0.38,3
91537,-0.94,9.16,-2.49,10.51,-13.86,-66.9,-0.72,0.1,0.01,3
91785,1.05,11.87,0.11,15.96,-10.93,-63.08,-0.04,-0.88,-0.22,3
92039,0.71,8.76,-1.91,15.92,-16.5,-67.06,0.77,0.3,0.19,3
92284,-0.66,8.4,-0.32,8.07,-23.65,-79.17,0.79,0.65,0.32,3
92530,0.77,14.98,5.87,-0.39,-23.06,-82.96,-1.0,1.7,-0.47,3
92778,0.75,9.11,0.6,0.8,-20.27,-74.89,-0.6,-0.15,-0.18,3
93024,-1.26,9.55,-2.18,1.65,-16.62,-69.04,-0.97,-0.18,-0.4,3
93272,-2.32,10.83,-6.02,5.93,-14.62,-65.2,0.08,1.68,0.21,3
93517,-0.97,8.82,-2.48,-2.92,-18.96,-72.9,0.58,0.15,0.55,3
93771,-0.05,8.39,1.17,-10.52,-21.31,-86.55,0.29,0.73,0.2,3
94019,-2.37,9.3,-1.59,-12.44,-19.56,-83.54,-0.6,-0.27,0.35,3
94265,-2.25,9.48,-1.35,-10.36,-18.15,-78.14,-0.76,0.32,-0.24,3
94513,-5.4,12.26,-3.45,-6.97,-14.28,-70.21,-1.38,-0.44,-0.36,3
94760,1.47,9.7,-3.61,-4.12,-18.68,-73.94,1.05,-0.02,0.37,3
95006,1.6,6.99,2.15,-13.91,-19.83,-88.78,1.62,1.47,-0.06,3
95254,6.35,6.93,-0.97,-15.59,-18.62,-93.0,-1.28,-1.84,-0.53,3
95500,-0.21,9.51,-1.54,-14.64,-17.23,-83.06,-0.85,-0.71,-0.27,3
95754,-2.09,9.58,-2.67,-11.69,-14.54,-76.05,-1.12,-0.83,-0.64,3
96002,-0.5,10.08,-5.17,-4.47,-15.02,-71.51,0.58,1.49,0.05,3
96249,-0.03,9.97,-4.11,-11.96,-17.82,-81.32,1.11,1.06,0.72,3
96495,-1.53,7.87,0.96,-19.66,-16.47,-100.2,0.06,1.44,0.33,3
96743,-3.57,12.14,-5.29,-19.69,-17.33,-98.64,-0.85,-0.78,0.52,3
96989,-1.4,9.49,-1.2,-18.34,-19.01,-92.2,-0.94,0.44,-0.51,3
97236,0.24,12.56,-2.83,-14.21,-20.61,-86.17,-0.5,0.77,-0.35,3
97492,-0.33,9.31,-3.3,-12.39,-23.5,-91.76,0.99,0.95,0.42,3
97744,-1.63,9.08,-0.16,-19.53,-15.42,-109.43,0.76,0.48,0.67,3
97992,2.02,12.51,-2.54,-14.07,-16.49,-115.1,-1.81,-0.87,-0.37,3
98238,-0.01,9.51,-1.55,-13.42,-19.95,-105.69,-0.9,-0.25,-0.25,3
98486,-0.53,9.8,-2.22,-10.01,-22.6,-100.89,-0.61,-0.16,-0.54,3
98734,-0.4,10.24,-4.44,-3.65,-25.46,-96.42,0.36,0.93,0.12,3
98979,-0.08,8.69,-2.6,-7.41,-21.38,-107.32,0.74,0.39,0.54,3
99233,0.88,8.52,1.03,-8.42,-14.98,-118.75,0.39,0.58,0.19,3
99481,-1.47,9.31,-2.11,-9.53,-15.97,-115.1,-0.74,0.77,0.21,3
99729,-0.72,9.19,-2.71,-7.59,-19.8,-108.58,-0.63,-0.28,-0.19,3
99975,-2.01,9.25,-3.89,-5.13,-22.99,-98.63,-1.04,-1.63,-0.34,3
100222,5.57,10.57,-4.6,-5.8,-24.89,-97.44,0.72,-0.57,0.53,3
100470,0.94,8.78,-2.74,-16.52,-19.15,-101.37,0.68,-0.22,0.2,3
100716,-0.29,7.82,1.24,-20.4,-16.28,-104.76,-0.03,-0.83,-0.05,3
100964,-4.97,10.38,-2.63,-22.1,-17.16,-92.65,-0.68,-0.72,-0.01,3
101220,-0.48,9.37,-2.02,-18.55,-16.98,-81.04,-0.7,-0.38,-0.38,3
101468,2.1,12.17,-0.21,-11.44,-18.87,-74.01,0.26,0.49,-0.21,3
101713,3.94,9.34,-3.01,-9.75,-21.37,-76.94,0.87,-1.17,0.57,3
101961,1.08,10.2,0.69,-17.36,-19.35,-85.08,1.04,0.73,0.09,3
102207,-1.48,8.67,1.7,-19.45,-19.35,-91.44,0.04,0.18,0.23,3
102455,-2.39,10.35,-1.51,-17.87,-18.53,-85.24,-0.43,0.11,-0.26,3
102703,-1.06,9.51,-1.69,-15.24,-16.84,-76.76,-0.67,0.07,-0.37,3
102957,3.59,13.13,0.09,-8.14,-17.44,-70.14,0.26,0.25,-0.4,3
103202,1.17,9.42,-4.38,-3.8,-22.08,-74.39,1.08,-1.25,1.17,3
103450,1.15,8.66,0.92,-16.28,-19.56,-86.99,0.45,0.73,0.29,3
103696,-1.66,6.28,0.96,-18.18,-19.38,-89.11,-0.71,0.11,-0.24,3
103944,0.3,8.68,-2.35,-16.12,-19.32,-82.46,-1.01,-0.72,-0.03,3
104192,-0.84,9.8,-0.97,-12.92,-17.44,-74.86,-0.73,-0.4,-0.28,3
104437,-1.17,9.88,-5.21,-3.7,-18.88,-69.79,-0.16,-1.15,0.17,3
104693,0.55,8.4,-2.07,-9.53,-21.69,-79.79,0.49,-0.57,0.45,3
104941,1.5,7.58,1.29,-12.92,-22.9,-91.54,0.04,-0.47,-0.04,3
105187,-3.52,9.34,-1.79,-12.74,-21.41,-84.79,-0.48,-0.88,0.44,3
105435,-2.3,9.94,-1.5,-12.07,-17.9,-76.47,-0.8,0.1,-0.21,3
105682,0.41,9.61,-1.37,-4.65,-15.42,-67.71,-0.79,-0.66,-0.58,3
105928,1.74,10.56,-4.75,1.93,-18.15,-67.86,0.93,-0.73,0.43,3
106176,-1.02,7.45,-0.73,-4.17,-22.96,-78.71,1.19,-0.13,0.71,3
106430,-0.5,5.83,-2.0,-8.43,-23.33,-84.89,-1.09,-0.1,-0.24,3
106678,0.04,8.63,-0.71,-6.28,-21.47,-77.57,-0.69,-0.27,-0.35,3
106924,-0.96,8.9,-2.6,-2.15,-17.96,-69.07,-0.44,-0.41,-0.22,3
107171,-1.08,9.5,-3.88,5.14,-18.53,-66.38,-0.34,-1.03,0.01,3
107419,-0.18,9.25,-1.73,1.48,-21.89,-72.01,1.0,-0.13,0.48,3
107665,0.58,8.77,1.8,-5.99,-24.95,-84.55,0.75,0.62,-0.1,3
107913,2.17,4.55,-0.37,-6.62,-24.32,-83.27,-1.76,-1.3,-0.52,3
108158,-0.76,8.88,-1.45,-5.06,-20.32,-74.03,-0.97,-0.99,-0.39,3
108402,0.52,8.72,-2.2,-0.38,-17.16,-67.3,-0.77,-1.0,-0.54,3
108650,1.62,10.6,-3.7,6.78,-17.52,-66.11,0.93,0.51,0.11,3
108896,-0.92,8.03,-1.44,1.29,-22.95,-75.09,0.79,0.09,0.71,3
109144,-0.02,7.93,2.16,-5.76,-24.89,-85.56,0.01,-0.04,0.08,3
109389,-1.04,11.25,0.02,-4.47,-22.95,-78.09,-0.5,-0.59,-0.11,3
109637,-1.06,9.23,-0.74,-0.69,-18.55,-70.72,-0.9,0.3,-0.45,3
109885,2.8,11.23,1.29,6.36,-15.76,-63.97,-0.15,-0.42,-0.46,3
110139,1.66,9.34,-2.58,5.77,-19.96,-68.72,1.03,-0.37,0.67,3
110387,0.47,7.82,1.41,-4.09,-24.5,-81.83,1.36,0.96,0.06,3
110632,0.06,15.81,-0.06,-5.89,-23.57,-82.67,-2.03,-0.04,-0.34,3
110880,-0.55,9.45,-1.37,-3.43,-20.01,-73.28,-1.1,-0.37,-0.17,3
111126,-1.56,9.02,-1.87,-0.03,-16.73,-67.09,-0.67,-0.43,-0.45,3
111374,-3.67,10.78,-7.14,9.66,-18.4,-66.47,0.34,0.74,0.44,3
111620,-1.2,9.12,-2.6,-1.1,-23.97,-76.69,0.42,0.2,0.81,3
111874,-0.15,7.86,1.06,-10.67,-23.37,-87.08,-0.28,0.91,0.12,3
112121,-1.62,11.73,-4.16,-11.25,-23.62,-83.66,-0.77,-0.14,0.89,3
112369,-1.07,9.09,-1.55,-12.12,-22.57,-81.0,-0.5,0.41,-0.27,3
112619,-3.05,15.11,-0.95,-6.93,-22.17,-74.54,-0.15,-0.13,-0.42,3
112867,-0.27,9.07,-3.12,-8.89,-24.42,-82.2,1.07,1.6,0.47,3
113115,-0.37,8.05,-2.12,-17.09,-21.43,-94.17,0.2,1.23,0.37,3
113360,0.49,8.11,-0.02,-17.35,-19.48,-106.78,-0.39,1.8,-0.17,3
113616,0.85,8.98,-1.4,-14.72,-21.91,-103.29,-0.35,1.5,-0.38,3
113864,0.39,8.94,-0.88,-11.06,-24.98,-97.75,-0.27,0.39,-0.27,3
114110,0.77,11.04,0.81,-3.26,-28.3,-92.12,0.24,-0.07,-0.34,3
114358,1.21,8.03,-2.87,-6.09,-26.45,-101.97,1.17,1.36,0.15,3
114604,-0.92,8.36,-1.0,-11.5,-19.58,-117.66,1.64,1.74,0.45,3
114851,0.84,7.15,-0.68,-5.28,-17.54,-123.74,-1.16,1.22,0.01,3
115099,0.29,9.46,-1.88,-2.15,-22.52,-117.22,-0.8,0.36,-0.2,3
115345,0.54,9.69,-1.59,2.63,-26.43,-112.29,-0.28,0.05,-0.31,3
115599,-1.9,9.68,-2.8,7.53,-29.77,-106.64,-0.13,-0.55,-0.18,3
115847,-0.35,10.07,-2.55,7.19,-27.39,-112.55,1.03,0.75,0.57,3
116092,0.65,8.8,-1.15,6.45,-21.13,-123.11,1.23,1.09,0.4,3
116340,1.16,9.29,-2.09,14.78,-20.49,-123.63,-1.27,0.87,-0.23,3
116586,-0.54,9.81,-2.62,16.69,-23.62,-117.06,-1.01,0.49,-0.34,3
116834,-0.94,9.46,-3.41,20.86,-26.51,-108.99,-0.13,-0.12,-0.23,3
117082,-1.77,9.65,-3.13,24.1,-27.16,-108.35,-0.15,-0.34,-0.1,3
117336,0.49,8.85,-1.74,22.1,-25.42,-115.27,0.95,0.48,0.52,3
117583,0.97,9.7,-0.05,22.58,-20.15,-122.29,0.85,0.37,-0.49,3
117829,2.86,6.35,1.02,24.7,-20.91,-118.09,-1.21,0.18,-0.27,3
118077,-1.39,9.39,-2.16,23.53,-23.94,-108.73,-0.91,-0.51,-0.2,3
118325,-0.31,9.84,-1.83,26.94,-25.84,-102.89,-0.7,-0.15,-0.45,3
118571,-3.18,9.94,-5.2,29.77,-26.47,-103.48,0.63,0.16,0.36,3
118818,-0.84,8.04,-2.03,24.33,-24.42,-113.45,0.55,0.26,0.55,3
119078,0.07,8.02,1.54,23.76,-21.43,-118.11,-0.1,0.27,-0.04,3
119330,0.64,8.34,-1.64,24.39,-23.27,-109.13,-0.22,0.04,0.34,3
119582,0.84,9.01,-1.82,27.65,-25.65,-102.94,-0.61,0.03,-0.33,3
119834,3.55,12.21,-3.59,32.55,-24.79,-98.6,-0.69,-0.47,-0.5,3
120086,2.76,9.73,-2.09,33.84,-24.19,-102.79,0.93,-0.64,0.33,3
120338,0.42,9.14,-0.25,25.42,-22.96,-113.61,1.76,0.31,0.93,3
120590,0.45,8.54,2.59,25.45,-19.73,-117.29,-0.08,0.51,-0.02,3
120872,-1.19,9.06,-0.99,26.12,-23.02,-110.7,-0.56,0.75,-0.2,3
121118,0.11,9.46,-3.14,27.0,-24.52,-102.79,-0.71,0.26,-0.4,3
121366,0.77,9.75,1.1,33.0,-25.42,-98.99,0.52,-1.58,-0.25,3
121612,1.13,8.8,-3.42,29.89,-25.05,-106.21,0.79,0.29,0.74,3
121860,0.54,7.42,2.12,23.98,-22.62,-114.25,1.06,1.44,0.04,3
122105,-1.22,3.52,-9.32,25.02,-24.63,-112.64,-1.74,-2.58,0.26,3
122353,-2.21,9.28,-1.67,24.55,-25.8,-107.07,-0.72,-0.48,-0.29,3
122599,-0.49,9.15,-2.94,27.61,-25.3,-101.36,-0.86,-0.68,-0.61,3
122853,2.69,9.59,-1.98,31.18,-26.03,-100.88,0.57,0.68,-0.08,3
123101,0.58,8.01,-3.05,25.99,-23.95,-110.52,0.85,0.56,0.56,3
123346,-0.56,6.46,2.71,24.04,-21.15,-115.9,0.12,0.22,0.19,3
123594,0.02,9.0,-2.63,25.52,-24.2,-108.89,-0.88,0.48,-0.37,3
123840,0.66,9.97,-0.97,28.85,-24.44,-100.16,-0.31,-0.04,-0.31,3
124088,0.23,10.66,0.78,33.48,-25.33,-101.02,0.98,-0.45,-0.08,3
124336,2.28,8.49,-1.41,31.67,-23.4,-106.9,1.07,1.2,0.23,3
124590,0.61,8.22,1.06,24.89,-22.13,-114.54,1.1,1.34,0.05,3
124837,1.1,18.56,7.8,24.69,-21.15,-112.69,0.45,1.27,-0.27,3
125083,0.44,9.54,-2.27,26.98,-24.69,-104.11,-1.17,-0.48,-0.37,3
125331,-0.55,8.8,-2.86,29.19,-24.5,-99.4,-0.66,-0.49,-0.4,3
125579,0.78,10.53,-1.72,33.65,-24.58,-98.6,0.05,-0.35,-0.27,3
125825,0.47,8.97,-3.35,29.54,-24.48,-108.21,1.16,0.19,0.77,3
126072,0.03,8.94,2.96,25.86,-21.22,-115.86,1.42,1.43,0.27,3
126326,-3.79,10.35,-2.15,25.21,-22.62,-114.22,-1.07,0.2,0.2,3
126574,-2.42,9.67,-1.39,27.78,-24.32,-106.46,-0.71,-0.41,-0.2,3
126820,-1.37,9.0,-2.27,30.97,-25.5,-103.52,-0.54,-0.59,-0.43,3
127068,3.7,10.11,-3.47,32.94,-25.18,-107.16,1.05,0.44,-0.02,3
127318,0.44,9.44,-2.83,31.04,-23.85,-116.44,1.35,0.46,0.81,3
127567,0.73,5.98,-0.82,34.8,-22.7,-120.24,-0.76,0.19,-0.19,3
127813,-0.46,9.15,-2.17,38.86,-27.45,-113.14,-0.74,0.23,-0.2,3
128069,0.32,9.24,-1.44,41.58,-27.78,-104.46,-0.69,0.03,-0.3,3
128317,1.94,10.66,-0.77,47.31,-25.14,-96.3,-0.51,-0.53,-0.55,3
128565,0.58,9.86,-3.46,35.21,-17.57,-92.96,1.15,0.24,0.58,3
128811,-1.55,9.53,-1.52,17.52,-19.51,-105.55,0.89,0.67,0.87,3
129185,-0.69,11.34,-2.57,20.34,-20.7,-106.15,-0.39,-0.05,-0.26,3
129587,-0.67,9.32,-2.95,24.2,-21.5,-96.39,-0.72,-0.46,-0.27,3
129835,0.02,13.21,0.08,29.77,-22.67,-92.84,0.62,-1.12,0.1,3
130080,0.79,8.54,-3.64,25.65,-24.38,-107.59,1.55,0.08,0.81,3
130324,0.48,7.49,3.8,20.46,-20.13,-116.31,1.13,0.94,-0.08,3
130572,-4.07,10.07,-3.09,22.77,-22.6,-112.29,-1.04,-0.83,0.2,3
130818,-1.53,9.45,-1.99,23.62,-23.53,-105.73,-0.92,0.07,-0.44,3
131065,-7.31,10.7,-7.99,28.84,-23.49,-97.4,-1.46,-1.18,-0.17,3
131313,2.37,12.3,-5.83,32.34,-23.68,-98.09,1.02,-0.1,0.29,3
131559,0.01,8.91,-1.26,25.93,-22.49,-108.11,1.42,-0.04,0.8,3
131807,-0.78,6.4,0.92,23.21,-21.75,-111.46,-1.0,0.63,-0.21,3
132061,-0.93,9.4,-3.15,25.97,-23.17,-102.59,-1.0,0.19,-0.45,3
132306,0.44,9.31,-2.0,29.63,-22.2,-94.9,-0.57,0.27,-0.27,3
132554,-1.03,11.06,-0.88,35.3,-22.74,-97.82,0.42,-1.34,0.07,3
132800,0.88,8.88,-2.08,31.32,-21.98,-104.56,1.2,0.32,0.61,3
133048,1.38,8.66,3.01,29.26,-20.49,-106.61,1.01,1.57,-0.11,3
133294,-3.0,9.7,-1.24,29.1,-21.47,-104.33,-0.77,0.38,0.09,3
133541,-3.17,9.31,-1.31,29.98,-21.53,-96.08,-0.23,1.03,-0.15,3
133797,-0.06,8.97,-2.29,33.76,-19.6,-90.5,-0.74,0.03,-0.58,3
134043,1.56,10.88,-3.87,36.54,-19.47,-90.38,0.99,0.92,0.17,3
134291,-0.63,7.33,-2.38,29.52,-21.86,-97.73,0.53,0.22,0.57,3
134537,3.44,19.49,6.9,28.06,-21.25,-94.45,1.57,2.7,0.11,3
134785,-0.06,9.39,-1.68,30.06,-19.0,-87.12,-0.98,-0.06,-0.18,3
135030,0.95,9.84,-0.12,31.72,-13.59,-77.68,-0.17,0.35,-0.22,3
135278,1.33,13.9,1.3,37.07,-13.42,-76.85,0.91,-0.11,-0.27,3
135532,1.21,8.79,-3.43,32.08,-18.66,-81.39,1.22,1.13,0.85,3
135778,-2.08,9.08,1.08,19.73,-23.93,-83.84,0.24,1.38,0.42,3
136026,0.78,12.75,-1.91,16.94,-19.89,-74.79,-0.63,1.27,-0.14,3
136271,0.77,9.27,-2.38,19.38,-15.24,-68.74,-1.12,0.22,-0.67,3
136519,-3.26,9.01,-3.02,23.02,-6.07,-61.49,-0.31,-0.66,-0.21,3
136765,1.53,12.22,-6.59,23.62,-13.33,-65.55,1.24,1.36,0.49,3
137013,0.42,6.51,-2.99,8.37,-22.49,-75.72,0.28,0.26,0.63,3
137259,1.98,15.98,2.02,-0.39,-23.79,-83.27,-0.68,1.03,-0.24,3
137515,0.67,9.36,-1.84,1.8,-18.55,-72.32,-0.96,-0.75,-0.05,3
137760,-1.18,9.68,-1.94,3.11,-12.19,-63.5,-1.15,-0.52,-0.47,3
138008,-1.73,10.99,-4.72,7.91,-14.7,-64.59,0.63,-0.64,0.32,3
138256,2.75,7.31,-2.28,-5.03,-21.54,-79.35,1.1,0.87,-0.0,3
138502,1.32,8.0,0.59,-8.35,-22.6,-87.99,-0.39,0.14,-0.35,3
138747,0.74,10.21,0.05,-5.77,-19.75,-78.19,-0.67,-0.61,-0.37,3
138995,-1.52,9.56,-1.51,-4.03,-16.44,-69.86,-0.65,0.76,-0.27,3
139249,0.28,13.82,-1.02,-0.86,-14.76,-67.55,0.15,0.8,-0.41,3
139497,0.77,9.82,-4.65,-1.05,-18.55,-72.92,1.12,0.66,0.45,3
139743,-1.83,10.39,-0.75,-11.4,-18.88,-85.52,1.48,1.13,0.84,3
139991,4.3,9.79,2.42,-15.39,-18.59,-92.93,-1.17,0.68,-0.62,3
140236,0.06,9.72,-2.72,-13.37,-16.85,-82.45,-1.14,-0.33,-0.41,3
140484,0.8,8.73,-2.19,-10.32,-15.65,-76.28,-0.77,-0.6,-0.59,3
140732,-0.7,10.42,-2.85,-6.45,-19.04,-76.26,0.89,0.43,0.48,3
140986,1.7,6.39,-3.3,-15.16,-19.5,-91.68,0.66,0.01,0.34,3
141234,4.4,15.23,1.28,-15.84,-19.28,-103.01,-0.14,0.15,-0.08,3
141481,1.09,9.41,-1.49,-16.44,-18.43,-90.27,-0.98,-0.32,-0.27,3
141727,-0.01,9.48,-2.25,-13.46,-18.81,-83.46,-0.69,-0.31,-0.18,3
141975,-0.56,11.33,-5.18,-12.66,-22.04,-87.2,0.66,-0.8,0.17,3
